rows,orig_mean,sm_mean,orig_var,sm_var,var_reduction_norm,mean_gradient_final,converged_iter,final_change,recursive_equilibrium_index
210,0.9020595459984134,0.5135453684536587,0.05791422872781772,1.740690642719764e-08,0.9999996994191789,1.7636894738313308e-06,2000,0.45698200669529787,0.8999992905455982
