cycle,coherence,epsilon,epsilon_gw,phi_reconstructed,phi_pred,eps_pred,dphi,deps,entropy_flux,closure_energy,phase_shift,harmonic_ratio,resonance_intensity,harmonic_energy
99,0.45032334,2268.29530702,0.226829531,0.563622603049039,,,-0.005038879999999968,23.96802422000019,0.0002102334324072,1021.466318763572,-0.0002102334293186737,0.9999999558019057,0.9997897886681801,1021.4662736167073
100,0.44684036,2285.18645099,0.228518645,0.5578568476449708,,,-0.0034829800000000244,16.89114397000003,0.0002062015459686,1021.113536427494,-0.00020620154305840387,0.9999999574809242,0.9997938197150186,1021.11349301069
101,0.43840467,2327.23603158,0.232723603,0.5548133475750349,,,-0.008435689999999996,42.049580590000005,0.0002006129402823,1020.2711444369396,-0.00020061293759585783,0.9999999597544498,0.999799407183834,1020.271103375566
102,0.43093573,2365.87381352,0.236587381,0.5538233816517736,,,-0.0074689399999999795,38.63778193999997,0.000193306645071,1019.5395589171252,-0.00019330664266822088,0.9999999626325423,0.9998067120398569,1019.5395208195239
103,0.41870355,2435.13466103,0.243513466,0.5535975481740002,,,-0.012232180000000037,69.26084751000008,0.0001766103136127,1019.5995273013076,-0.00017661031177903388,0.9999999688087982,0.999823405282904,1019.599495498773
104,0.41095021,2481.12522871,0.248112523,0.5487119228053738,,,-0.0077533399999999975,45.99056767999991,0.0001685854380789,1019.6189337746724,-0.00016858543648546947,0.9999999715789509,0.9998314287732407,1019.6189047960327
105,0.40888248,2493.18278126,0.249318278,0.5479954326920184,,,-0.00206772999999999,12.057552549999855,0.0001714883672498,1019.4187586948864,-0.00017148836558299454,0.9999999705917408,0.9998285263377062,1019.4187287155553
106,0.40803808,2498.14262864,0.249814263,0.5462596807734814,,,-0.0008443999999999674,4.959847380000156,0.0001702471739825,1019.3373217564188,-0.00017024717237204242,0.9999999710159007,0.9998297673188554,1019.3372922118446
107,0.403357,2526.02258043,0.252602258,0.5412806468799698,,,-0.004681080000000004,27.879951789999723,0.0001679012946324,1018.8888899745036,-0.00016790129306074332,0.9999999718091561,0.9998321128015725,1018.888861251166
108,0.39763851,2560.98997401,0.256098997,0.5355218954575054,,,-0.0057184900000000205,34.967393580000135,0.0001635377823272,1018.3482373902752,-0.00016353778087398448,0.9999999732553946,0.9998364755907,1018.3482101549534
109,0.39277289,2592.72744432,0.259272744,0.529865569539756,,,-0.004865620000000015,31.737470309999935,0.0001533083750003,1018.3530512878804,-0.00015330837380404921,0.9999999764965427,0.9998467033773242,1018.3530273530629
110,0.38272551,2658.35984041,0.265835984,0.5289676279217831,,,-0.010047379999999995,65.63239608999993,0.000153085680219,1017.4221256844356,-0.00015308567902556471,0.999999976564775,0.9998469260379891,1017.4221018409193
111,0.37931205,2682.28260395,0.26822826,0.5199293888619418,,,-0.0034134599999999793,23.922763540000233,0.0001426866922857,1017.4221131836126,-0.00014268669132339336,0.9999999796405082,0.9998573234879384,1017.4220924694155
112,0.37016502,2746.33097894,0.274633098,0.5191915840398219,,,-0.00914703,64.04837498999996,0.0001428143961698,1016.5956617459448,-0.00014281439520113804,0.9999999796040487,0.9998571958022892,1016.5956410115092
113,0.36868558,2756.99389742,0.27569939,0.5179446788991187,,,-0.0014794399999999985,10.662918479999917,0.0001387462543801,1016.4638941267532,-0.00013874625350288516,0.9999999807494774,0.9998612633713134,1016.463874559292
114,0.36681123,2771.07848128,0.277107848,0.5154715896112454,,,-0.0018743500000000246,14.084583859999839,0.0001330781241744,1016.4627061448488,-0.0001330781233983342,0.9999999822902131,0.9998669307311023,1016.462688143511
115,0.35938611,2828.29425114,0.282829425,0.5108209357777969,,,-0.007425120000000007,57.215769860000364,0.0001297740119208,1016.4496688525676,-0.00012977401119456132,0.9999999831587062,0.9998702344090882,1016.4496517342401
116,0.35649022,2850.55008301,0.285055008,0.5087050245729435,,,-0.0028958899999999566,22.255831869999838,0.0001301182547021,1016.1932262132532,-0.00013011825397370652,0.9999999830692402,0.9998698902110391,1016.1932090083297
117,0.34724506,2924.12527301,0.292412527,0.5071843249320223,,,-0.00924516000000003,73.57519000000002,0.0001256559446176,1015.3880558738738,-0.0001256559439580308,0.9999999842105839,0.9998743519504194,1015.3880398414892
118,0.34458867,2946.00653448,0.294600653,0.5048505721994068,,,-0.0026563900000000085,21.881261470000027,0.0001214002219899,1015.1604735277724,-0.00012140022139912002,0.9999999852619863,0.9998786071473096,1015.1604585663234
119,0.33844768,2999.39928925,0.299939929,0.4953891955218505,,,-0.006140990000000013,53.39275477000001,0.0001150154178472,1015.1397308403114,-0.00011501541734219872,0.9999999867714537,0.9998849911966773,1015.1397174114885
120,0.33610606,3019.70310911,0.301970311,0.4905476367153215,,,-0.0023416199999999887,20.30381985999975,0.0001153290373944,1014.940514372712,-0.00011532903688883603,0.9999999866992133,0.9998846776132488,1014.9405008732047
121,0.33038234,3071.93483977,0.307193484,0.4820150182948896,,,-0.005723719999999988,52.23173066000027,0.0001095831964127,1014.9130206907377,-0.00010958319597616231,0.9999999879915231,0.999890422808043,1014.9130085031782
122,0.32408318,3131.52218058,0.313152218,0.4819101742804589,,,-0.00629915999999997,59.587340810000114,0.0001057130577445,1014.8736665229007,-0.00010571305735257665,0.9999999888247495,0.9998942925300758,1014.8736551814333
123,0.31624452,3208.94531371,0.320894531,0.4776323872683664,,,-0.007838660000000053,77.42313312999977,0.0001012444173079,1014.8113704404684,-0.00010124441696327486,0.9999999897495679,0.9998987607080797,1014.8113600382134
124,0.31136725,3259.06205901,0.325906206,0.4678541597038655,,,-0.004877269999999989,50.116745300000275,9.731817121617122e-05,1014.7651908932814,-9.731817091088521e-05,0.9999999905291737,0.9999026865643487,1014.7651812826165
125,0.30317365,3346.84337805,0.334684338,0.4594881341808601,,,-0.008193599999999968,87.78131903999974,9.334104442168394e-05,1014.6747229017484,-9.334104415166775e-05,0.9999999912874495,0.9999066633119881,1014.6747140613437
126,0.29514324,3437.55274523,0.343755275,0.4442981960960108,,,-0.008030410000000043,90.70936717999984,8.852900477164951e-05,1014.5704548980766,-8.852900454134686e-05,0.9999999921626153,0.9999114749140353,1014.5704469464976
127,0.28992915,3497.86016898,0.349786017,0.4361733465849782,,,-0.005214089999999949,60.30742375,8.645851000911792e-05,1014.1316256112278,-8.645850979512363e-05,0.9999999925249261,0.9999135452276341,1014.131618030519
128,0.28714027,3531.69482354,0.353169482,0.4229700315966133,,,-0.002788880000000049,33.83465456000022,8.242673188733169e-05,1014.091805188878,-8.242673170309422e-05,0.9999999932058339,0.9999175766652866,1014.0917982989698
129,0.28136819,3602.44570134,0.36024457,0.4191974859464684,,,-0.005772079999999957,70.75087780000013,8.158315740244234e-05,1013.6136265593163,-8.158315722259475e-05,0.9999999933441885,0.9999184201705926,1013.6136198128952
130,0.27298308,3712.62065546,0.371262066,0.4026706501069699,,,-0.008385110000000029,110.17495411999971,7.61072247944036e-05,1013.4826213990896,-7.610722464814886e-05,0.9999999942076903,0.9999238956714332,1013.4826155286843
