H_phi,H_eps,H_phi_norm,H_eps_norm,delta_H,K_eq,phase20_closure,entropy_reconciliation_index,H_resonant_field
5.024151373664102,4.248190327260623,0.8373585622773504,0.7080317212101038,0.775961046403479,0.46026123597438134,0.967255596900862,0.44820445242105933,4.382324023630416
