cycle,coherence,epsilon,epsilon_gw,phi_reconstructed,phi_pred,eps_pred,dphi,deps,entropy_flux,closure_energy,phase_shift,harmonic_ratio,resonance_intensity,harmonic_energy,d_coh,d_eff,gradient_magnitude,resonant_field,coherence_norm,epsilon_norm,resonant_field_norm,resonant_field_smooth,resonant_field_delta,rei
11,0.93140768,1140.46491241,0.114046491,0.6768362124171213,,,-0.00496857,5.10070901999984,0.0009740939895893,1062.2377781892012,-0.0009740936816878,0.9999990511417994,0.999026380593554,1062.2367702761744,-0.00496857,5.10070901999984,5.100711439926354,-4355.92647578193,0.9326300376181612,0.0064591447750669,0.99440700710811,0.5136804278643744,0.48072657924373563,0.8999992905455982
12,0.92736167,1144.66362135,0.114466362,0.6767024824664343,,,-0.0040460099999999,4.198708940000188,0.0009636319299227,1061.5171674833837,-0.0009636316318805,0.9999990714143654,0.9990368325119804,1061.516181773791,-0.0040460099999999,4.198708940000188,4.198710889431948,-3395.483369948048,0.9280914333337944,0.0069276913952192,0.9954183734696056,0.5136803565284498,0.4817380169411558,0.8999992905455982
13,0.92621258,1146.1393226,0.114613932,0.6761491084275948,,,-0.00114909,1.4757012499999291,0.0007786738672352,1061.5686590247983,-0.0007786737103844,0.9999993936673752,0.9992216293773152,1061.568015361087,-0.00114909,1.4757012499999291,1.4757016973830388,-504.9897067948129,0.9268024437373468,0.0070923693576411,0.9984621227987142,0.5136802777383713,0.48478184506034283,0.8999992905455982
14,0.91984397,1152.85023298,0.115285023,0.6753405503356179,,,-0.0063686099999999,6.710910380000087,0.0009489934507292,1060.442335119748,-0.0009489931659865,0.9999990994122412,0.9990514569856198,1060.441380098362,-0.0063686099999999,6.710910380000087,6.710913401883997,-6056.088889516098,0.919658467169948,0.0078412601289774,0.9926167010880186,0.5136801913752619,0.4789365097127567,0.8999992905455982
15,0.91157398,1163.70539953,0.11637054,0.6749565329877296,,,-0.0082699899999999,10.855166549999922,0.0007618482831328,1060.8035625970522,-0.0007618481358075,0.9999994195875302,0.9992384419967998,1060.8029468934365,-0.0082699899999999,10.855166549999922,10.855169700238308,-10454.3930601477,0.9103816210806722,0.0090526209712919,0.987985196255736,0.5136800973156419,0.4743050989400941,0.8999992905455982
16,0.90717137,1168.50097498,0.116850097,0.67477317430379,,,-0.0044026099999999,4.795575449999888,0.0009180566638946,1060.0306303189425,-0.0009180564061649,0.9999991571726718,0.9990823648786866,1060.0297368961585,-0.0044026099999999,4.795575449999888,4.795577470922186,-4023.424987870632,0.9054430014014336,0.0095877737291734,0.9947571380195382,0.5136799954176232,0.48107714260191503,0.8999992905455982
17,0.90702412,1168.66226834,0.116866227,0.6744516401462568,,,-0.00014725,0.1612933600001724,0.0009129328019885,1060.0048655182925,-0.0009129325540219,0.9999991665543831,0.9990874840421178,1060.0039820618836,-0.00014725,0.1612933600001724,0.1612934272148364,889.0323069337484,0.9052778239844542,0.0096057729426842,0.999930056675594,0.5136798855315535,0.48625017114404046,0.8999992905455982
18,0.89685397,1179.9440555,0.117994406,0.6739216895681766,,,-0.0101701499999999,11.281787160000022,0.0009014662176181,1058.2375105530757,-0.0009014659735086,0.9999991873593188,0.9990989402248748,1058.2366505862242,-0.0101701499999999,11.281787160000022,11.281791744022415,-10880.568857219376,0.8938694769060602,0.0108647416682217,0.9875364243684438,0.5136797674972244,0.47385665687121936,0.8999992905455982
19,0.89325196,1184.8725286,0.118487253,0.6729279614901389,,,-0.00360201,4.928473099999792,0.0007308571896779,1058.3897085221058,-0.0007308570596966,0.9999994658480532,0.9992694099512712,1058.3891431811826,-0.00360201,4.928473099999792,4.928474416277069,-4157.854671452684,0.8898289288059982,0.0114147248765162,0.994615580795445,0.513679641142986,0.48093593965245895,0.8999992905455982
20,0.89192133,1186.70236255,0.118670236,0.6726068101015374,,,-0.0013306299999999,1.829833950000193,0.0007271862013887,1058.4451495197382,-0.0007271860736075,0.9999994712005076,0.9992730782621077,1058.4445898144804,-0.0013306299999999,1.829833950000193,1.8298344338080168,-878.3337669058579,0.8883362970480669,0.0116189215772078,0.9980689838180012,0.5136795062868447,0.4843894775311566,0.8999992905455982
21,0.88466531,1195.02750999,0.119502751,0.6718779431370613,,,-0.0072560199999999,8.32514743999991,0.000871578557788,1057.1993825838315,-0.0008715783371949,0.9999992403513944,0.9991288013768792,1057.198579483795,-0.0072560199999999,8.32514743999991,8.325150602095032,-7744.138811039733,0.8801968699434749,0.0125479499406935,0.9908391497715646,0.5136793627360347,0.47715978703552997,0.8999992905455982
22,0.88340852,1196.48483468,0.119648483,0.671210428714885,,,-0.00125679,1.4573246899999504,0.0008623953246394,1056.9848970071034,-0.0008623951114361,0.9999992562748564,0.9991379766443536,1056.984110900859,-0.00125679,1.4573246899999504,1.45732523192476,-483.3855036585216,0.8787870680698885,0.0127105772072465,0.9984848724693466,0.5136792102869872,0.48480566218235943,0.8999992905455982
23,0.87927384,1201.31167175,0.120131167,0.6707268067637566,,,-0.00413468,4.8268370700000105,0.0008566023545401,1056.281926656442,-0.0008566021452019,0.9999992662329442,0.9991437646336804,1056.2811515915623,-0.00413468,4.8268370700000105,4.826838840887998,-4042.217737808494,0.8741489983759219,0.013249218543784,0.9947373488669984,0.5136790487254288,0.4810583001415696,0.8999992905455982
24,0.86679172,1216.19138451,0.121619138,0.6701244981077774,,,-0.0124821199999999,14.879712760000077,0.0008388683437973,1054.1846220286045,-0.0008388681470831,0.9999992963003967,0.9991614836044364,1054.1838801993044,-0.0124821199999999,14.879712760000077,14.87971799542682,-14631.774972491155,0.860147203197467,0.0149096906608472,0.9835863271091916,0.5136788778263219,0.46990744928286965,0.8999992905455982
25,0.85599215,1229.45075494,0.122945075,0.6695682750494705,,,-0.01079957,13.25937042999999,0.0008144858804722,1052.4001950402137,-0.0008144857004271,0.9999993366131904,0.999185845903016,1052.399496891806,-0.01079957,13.25937042999999,13.2593748280479,-12901.75990124568,0.8480328053904127,0.0163893438802301,0.9854080685921698,0.513678697353867,0.47172937123830283,0.8999992905455982
26,0.84848466,1238.88653459,0.123888653,0.6688346686376103,,,-0.0075074899999999,9.435779650000086,0.0007956406653905,1051.1762200801743,-0.000795640497583,0.999999366956332,0.9992046759403884,1051.1755546397244,-0.0075074899999999,9.435779650000086,9.435782636631783,-8867.488491881571,0.8396112922753091,0.0174423110486351,0.989656239433098,0.5136785070615113,0.4759777323715867,0.8999992905455982
27,0.84673534,1241.53133186,0.124153133,0.6679690752022589,,,-0.00174932,2.644797269999799,0.0006614193152652,1051.2484544031297,-0.0006614192190637,0.9999995625246804,0.9993387994704102,1051.247994507876,-0.00174932,2.644797269999799,2.6447978485167543,-1729.0904396241071,0.8376489957790748,0.0177374519692263,0.9971731195285092,0.5136783066919467,0.4834948128365625,0.8999992905455982
28,0.84569939,1242.85370962,0.124285371,0.6668301198827286,,,-0.0010359499999998,1.3223777600001083,0.0007833994419388,1051.0806240848713,-0.0007833992822701,0.99999938628569,0.9992169074948328,1051.0799790216513,-0.0010359499999998,1.3223777600001083,1.3223781657813725,-338.8452357265234,0.8364869207697719,0.0178850201000176,0.9986370763468904,0.5136780959771174,0.4849589803697729,0.8999992905455982
29,0.84486625,1243.91978296,0.124391978,0.6664126615949522,,,-0.00083314,1.0660733400000026,0.0007815034556801,1050.9458423302292,-0.0007815032973128,0.9999993892527206,0.9992188019968544,1050.9452004679151,-0.00083314,1.0660733400000026,1.0660736655508478,-69.43980168798574,0.8355523475053763,0.0180039864459657,0.9989207658147368,0.5136778746382339,0.4852428911765029,0.8999992905455982
30,0.83582196,1257.81283083,0.125781283,0.666394338791745,,,-0.00904429,13.893047869999918,0.0006509939420045,1051.307585577479,-0.0006509938500891,0.999999576207067,0.9993492180004336,1051.3071400407537,-0.00904429,13.893047869999918,13.893050813888609,-13554.556377549345,0.8254069318136069,0.0195543536460082,0.9847206604645816,0.5136776423857865,0.4710430180787951,0.8999992905455982
31,0.82682517,1269.75170364,0.12697517,0.6659830754865923,,,-0.0089967899999999,11.93887281000002,0.0007535711404606,1049.8626682199326,-0.0007535709978804,0.9999994321308588,0.9992467128654358,1049.8620720353208,-0.0089967899999999,11.93887281000002,11.93887619986019,-11484.311232923075,0.8153147991595728,0.0208866485451046,0.9869006712185828,0.5136773989195693,0.4732232722990135,0.8999992905455982
32,0.82027982,1278.61691703,0.127861692,0.6650914615899092,,,-0.00654535,8.865213390000008,0.0007383183812185,1048.8236545503232,-0.0007383182471459,0.9999994548862652,0.9992619542427056,1048.8230828221435,-0.00654535,8.865213390000008,8.865215806275788,-8249.219888999623,0.8079725648218722,0.0218759445001638,0.9903072889992048,0.5136771439287074,0.4766301450704974,0.8999992905455982
33,0.81641639,1283.922285,0.128392228,0.6643800029615632,,,-0.00386343,5.305367970000134,0.0007282115059912,1048.2151969602512,-0.000728211377407,0.9999994697082836,0.9992720537041492,1048.2146411004153,-0.00386343,5.305367970000134,5.305369376697037,-4512.951215999204,0.8036387693170783,0.0224679865460712,0.9942416568242528,0.5136768770916904,0.4805647797325624,0.8999992905455982
34,0.80597449,1298.53814564,0.129853815,0.6633851750242173,,,-0.0104419,14.615860639999935,0.0007144225206081,1046.5886196777446,-0.00071442239911,0.9999994896007226,0.9992858327398096,1046.5880854996694,-0.0104419,14.615860639999935,14.61586436996372,-14250.201423383493,0.7919255871754302,0.0240990146076371,0.9839881319112253,0.5136765980764135,0.4703115338348117,0.8999992905455982
35,0.80465255,1300.73515865,0.130073516,0.6623043943847307,,,-0.0013219399999999,2.197013009999864,0.000601698757987,1046.639862282377,-0.0006016986856476,0.9999996379587354,0.9993984822987052,1046.6394833555576,-0.0013219399999999,2.197013009999864,2.1970134077046564,-1252.8414946096768,0.7904427034090342,0.0243441859293401,0.9976746194713584,0.5136763065402258,0.4839983129311326,0.8999992905455982
36,0.79761466,1312.54551382,0.131254551,0.6616226506241121,,,-0.0070378899999999,11.810355170000092,0.0005959084124143,1046.9055437400646,-0.0005959083419277,0.99999964489329,0.999404269176185,1046.905171976881,-0.0070378899999999,11.810355170000092,11.810357266968836,-11317.418933707537,0.7825479632312042,0.0256621391565768,0.9870764122451924,0.5136760021299864,0.47340041011520595,0.8999992905455982
37,0.79212818,1320.57084815,0.132057085,0.6608917331669033,,,-0.00548648,8.025334330000078,0.0006836450387876,1046.061382506116,-0.0006836449323676,0.9999995326296792,0.9993165886995856,1046.060893608072,-0.00548648,8.025334330000078,8.025336205402276,-7348.929468920247,0.7763935143706989,0.0265577104690082,0.991255313344337,0.5136756844821291,0.47757962886220795,0.8999992905455982
38,0.78861079,1326.62363213,0.132662363,0.6608317556033897,,,-0.0035173899999999,6.052783979999958,0.0005811193677225,1046.1897105667088,-0.0005811193024039,0.9999996623003944,0.9994190495147152,1046.1893572688562,-0.0035173899999999,6.052783979999958,6.052785002011599,-5286.169893672231,0.7724478886001771,0.0272331589263476,0.99342744163969,0.5136753532227362,0.4797520884169538,0.8999992905455982
39,0.7833286,1334.54057659,0.133454058,0.6595039678502292,,,-0.0052821899999999,7.916944459999968,0.0006672005880577,1045.3838015034376,-0.0006672004891391,0.9999995548435734,0.999333022039614,1045.38333614412,-0.0052821899999999,7.916944459999968,7.916946222139909,-7230.860317630086,0.7665226016718603,0.0281166346856047,0.9913796425911396,0.513675007967621,0.47770463462351864,0.8999992905455982
40,0.77570755,1347.99728348,0.134799728,0.6594711674431776,,,-0.00762105,13.456706890000078,0.0005663384111529,1045.6516701749265,-0.000566338350646,0.9999996792609068,0.9994338219886474,1045.651334793558,-0.00762105,13.456706890000078,13.45670904804658,-13025.374443224897,0.7579737028353835,0.0296183092769586,0.9852778999348176,0.5136746483224222,0.47160325161239547,0.8999992905455982
41,0.76769806,1360.48596473,0.136048596,0.659371545963656,,,-0.00800949,12.4886812499999,0.0006413399332582,1044.4424357804494,-0.0006413398453783,0.9999995886832592,0.9993588657690616,1044.442006183791,-0.00800949,12.4886812499999,12.488683818402526,-11999.26397570359,0.7489890721425296,0.0310119589615318,0.9863584153799552,0.5136742738827075,0.4726841414972477,0.8999992905455982
42,0.75713773,1377.38693047,0.137738693,0.6588261734541748,,,-0.01056033,16.900965739999947,0.0006248358917373,1042.8716138677237,-0.0006248358104582,0.9999996095802608,0.9993753593587852,1042.87120671006,-0.01056033,16.900965739999947,16.90096903923623,-16582.66276980759,0.7371430413659554,0.0328979888073599,0.9815320020989198,0.5136738842340891,0.46785811786483067,0.8999992905455982
43,0.74490559,1397.6074196,0.139760742,0.658069891158234,,,-0.0122321399999999,20.22048913000004,0.0006049378885324,1041.0855794855156,-0.00060493781477,0.999999634050285,0.9993952451232192,1041.0851985005445,-0.0122321399999999,20.220489130000036,20.220492829842165,-20010.170593034523,0.7234216607932494,0.0351544543006994,0.977922765804632,0.5136734789523514,0.4642492868522806,0.8999992905455982
44,0.74478438,1397.84044361,0.139784044,0.6569666714114932,,,-0.0001212099999999,0.2330240100000082,0.0005201609889033,1041.0897281329987,-0.0005201609442226,0.9999997294326164,0.999479974316028,1041.089446448075,-0.0001212099999999,0.2330240100000082,0.233024041524363,798.4905760483828,0.7232856936984305,0.0351804581542315,0.999834714369139,0.5136730576035899,0.486161656765549,0.8999992905455982
45,0.74290776,1401.45726841,0.140145727,0.6552706396258023,,,-0.0018766199999999,3.6168248000001313,0.0005188584195399,1041.153480010192,-0.0005188583731221,0.9999997307860128,0.999481276210606,1041.1531997171123,-0.0018766199999999,3.6168248000001313,3.6168252868501423,-2724.516020504676,0.7211805986610658,0.0355840705646032,0.9961249159006634,0.5136726197443655,0.4824522961562979,0.8999992905455982
46,0.74254103,1402.07806074,0.140207806,0.6545595830052046,,,-0.0003667299999999,0.6207923299998583,0.0005907450554508,1041.100487362282,-0.0005907449876831,0.9999996510204,0.9994094294677826,1041.1001240394503,-0.0003667299999999,0.6207923299998583,0.6207924383218162,394.7930394998547,0.7207692199573044,0.035653346656896,0.9994096125529004,0.5136721649218695,0.4857374476310309,0.8999992905455982
47,0.73287494,1418.6804872,0.141868049,0.653178673568133,,,-0.00966609,16.60242646000006,0.0005822094753863,1039.7153769358708,-0.000582209409638,0.9999996610322416,0.9994179600413734,1039.71502450588,-0.00966609,16.60242646000006,16.602429273844415,-16222.080134806403,0.7099263012578757,0.0375060616022093,0.9819117030362938,0.5136716926741057,0.4682400103621881,0.8999992905455982
48,0.73086312,1422.19504756,0.142219505,0.6518931775524027,,,-0.0020118199999999,3.514560359999905,0.0005724243698656,1039.42990970825,-0.0005724243075064,0.999999672330448,0.9994277394960308,1039.4295691187174,-0.0020118199999999,3.514560359999905,3.514560935807256,-2613.7089900288947,0.7076695458688937,0.037898262014653,0.9962415979847552,0.5136712025300848,0.4825703954546704,0.8999992905455982
49,0.72992197,1423.84631741,0.142384632,0.6509772503933844,,,-0.0009411499999999,1.6512698500000624,0.0005699552979968,1039.2967089811525,-0.0005699552366255,0.9999996751510634,0.9994302071570064,1039.2963713667218,-0.0009411499999999,1.6512698500000624,1.6512701182067553,-676.8626706318568,0.7066138125854289,0.0380825322077607,0.9982811370297296,0.5136706940100356,0.484610443019694,0.8999992905455982
50,0.72521478,1432.17384039,0.143217384,0.6504966995472348,,,-0.00470719,8.327522979999912,0.0005652569210244,1038.6336365801887,-0.0005652568608895,0.9999996804847152,0.9994349028666728,1038.6333047208666,-0.00470719,8.327522979999912,8.32752431038567,-7610.610789918357,0.7013335308507498,0.0390118256649344,0.9909797575265258,0.5136701666256328,0.477309590900893,0.8999992905455982
51,0.71899401,1444.85066014,0.144485066,0.6491001236610783,,,-0.0062207699999999,12.67681975000005,0.0004907200798141,1038.8389699852055,-0.0004907200404633,0.9999997591938612,0.9995094003429232,1038.8387198264045,-0.0062207699999999,12.67681975000005,12.676821276328331,-12130.334066342648,0.6943553935317466,0.0404264702933237,0.9862203958763894,0.5136696198802383,0.47255077599615114,0.8999992905455982
52,0.71611957,1450.77826544,0.145077827,0.649092853805138,,,-0.0028744399999999,5.927605300000096,0.0004849243250921,1038.9307076122388,-0.0004849242871636,0.999999764848454,0.9995151932696156,1038.930463306077,-0.0028744399999999,5.927605300000096,5.927605996942994,-5119.439981393788,0.6911309957425283,0.0410879496834411,0.993603011669512,0.5136690532691628,0.47993395840034925,0.8999992905455982
53,0.70906782,1463.81952977,0.146381953,0.6485494692357088,,,-0.00705175,13.041264329999876,0.0005407259465815,1037.947322847439,-0.000540725893923,0.999999707615536,0.9994594202719768,1037.9470193677676,-0.00705175,13.041264329999876,13.041266236531834,-12498.196399621953,0.6832207081351611,0.0425432637839543,0.9858330292668734,0.5136684662799433,0.4721645629869301,0.8999992905455982
54,0.70387321,1473.60426711,0.147360427,0.6472019374409208,,,-0.0051946099999999,9.784737339999992,0.0005308890590484,1037.2305657604131,-0.0005308890092269,0.9999997181568864,0.9994692518874084,1037.230273424121,-0.0051946099999999,9.784737339999992,9.784738718880703,-9111.796943344094,0.6773936639109466,0.0436351721956229,0.989398977604534,0.5136678583926388,0.47573111921189515,0.8999992905455982
55,0.69654305,1487.67567571,0.148767568,0.6462767717694797,,,-0.0073301599999999,14.07140860000004,0.0005209258154495,1036.2301525698545,-0.0005209257683664,0.9999997286363684,0.9994792098899046,1036.229871374677,-0.0073301599999999,14.07140860000004,14.0714105092347,-13544.986030669874,0.6691710703975607,0.0452054432085764,0.9847307382368544,0.513667229080145,0.47106350915670947,0.8999992905455982
56,0.68555908,1509.35964066,0.150935964,0.6441911170418857,,,-0.01098397,21.68396495000001,0.0005065480425199,1034.75520664,-0.000506547999218,0.9999997434091464,0.9994935802745598,1034.7549411312782,-0.01098397,21.683964950000014,21.68396773195409,-21402.83781283941,0.6568498222292773,0.0476252223916558,0.9764562585536424,0.5136665778085262,0.46278968074511617,0.8999992905455982
57,0.68324524,1514.02182184,0.151402182,0.6431819732545832,,,-0.00231384,4.662181180000061,0.0004962998884362,1034.448203028308,-0.0004962998477942,0.9999997536864814,0.9995038232886037,1034.4479482297313,-0.00231384,4.662181180000061,4.662181754179294,-3788.3364016551286,0.6542542764601519,0.0481454892797975,0.9950046911402028,0.5136659040373707,0.4813387871028322,0.8999992905455982
58,0.68284976,1514.9169279,0.151491693,0.6413886259939121,,,-0.00039548,0.8951060599999892,0.0004418247370129,1034.4606606364523,-0.0004418247087571,0.9999998047909396,0.9995582728814064,1034.460458700359,-0.00039548,0.8951060599999892,0.8951061473664085,108.50854291019294,0.6538106474967085,0.0482453768702649,0.9991081490847264,0.5136652072201615,0.48544294186456494,0.8999992905455982
59,0.67386067,1535.53095025,0.153553095,0.6409294102870774,,,-0.0089890899999999,20.61402234999992,0.000436066763048,1034.7339149412016,-0.0004360667354291,0.9999998098458142,0.9995640283278512,1034.7337181822163,-0.0089890899999999,20.614022349999917,20.61402430992151,-20295.292302721464,0.6437271523035285,0.050545757924979,0.9776225267750028,0.5136644868046706,0.46395803997033225,0.8999992905455982
60,0.66963547,1544.38743208,0.154438743,0.6407684312572304,,,-0.0042252,8.85648183000012,0.0004770743146799,1034.176603942984,-0.0004770742785398,0.99999977240015,0.9995230395032988,1034.1763685645442,-0.0042252,8.85648183000012,8.856482837867262,-8124.988890955229,0.6389875419658608,0.0515340794988688,0.9904381067974836,0.513663742233372,0.4767743645641116,0.8999992905455982
61,0.6606047,1565.88588981,0.156588589,0.6395293207757348,,,-0.0090307699999999,21.498457729999927,0.0004200659467296,1034.4315784721682,-0.0004200659220415,0.9999998235446316,0.9995800222932952,1034.4313959411627,-0.0090307699999999,21.498457729999927,21.49845962675932,-21204.250206352208,0.6288572923092531,0.0539331573706197,0.976665375391268,0.5136629729438782,0.46300240244738977,0.8999992905455982
62,0.65939737,1568.51266335,0.156851266,0.6384543045860214,,,-0.00120733,2.626773539999931,0.0004596246997144,1034.2731250246852,-0.0004596246675234,0.99999978874518,0.9995404809437128,1034.2729065295025,-0.00120733,2.626773539999931,2.6267738174592608,-1682.528084449684,0.6275029720998012,0.0542262869687081,0.99722215064701,0.5136621783693949,0.48355997227761516,0.8999992905455982
63,0.65152315,1585.89639845,0.15858964,0.6369563277168032,,,-0.0078742199999999,17.383735100000195,0.0004529647946342,1033.2482170917992,-0.0004529647636809,0.999999794822937,0.9995471378093698,1033.2480050929646,-0.0078742199999999,17.383735100000195,17.383736883372325,-16928.46345071248,0.6186700802809361,0.0561661905064671,0.9811678668635008,0.5136613579392015,0.46750650892429924,0.8999992905455982
64,0.64021152,1611.65789333,0.161165789,0.6351800254108428,,,-0.01131163,25.76149487999988,0.0004390905905209,1031.8019496087973,-0.000439090562319,0.9999998071994904,0.999561005823834,1031.8017506768556,-0.01131163,25.761494879999876,25.7614973634149,-25548.95632895184,0.6059812801096137,0.0590409935777399,0.9720903104068972,0.5136605110791498,0.4584297993277474,0.8999992905455982
65,0.6397295,1612.89264576,0.161289265,0.6350335249232136,,,-0.00048202,1.2347524300000714,0.0003903778505701,1031.815005825722,-0.0003903778310557,0.9999998476051568,0.9996096983564554,1031.814848582436,-0.00048202,1.2347524300000714,1.2347525240850337,-242.22114009314367,0.6054405750601574,0.059178783333131,0.9987388235086324,0.5136596372121873,0.4850791862964451,0.8999992905455982
66,0.62777279,1644.09979296,0.164409979,0.6328433297109988,,,-0.0119567099999999,31.20714720000001,0.0003831401160442,1032.1211140649216,-0.0003831400973086,0.999999853203673,0.9996169332914854,1032.1209625533331,-0.0119567099999999,31.20714720000001,31.207149490547557,-31177.432208176368,0.5920281575839447,0.0626612832049017,0.966163409441958,0.5136587357589031,0.4525046736830549,0.8999992905455982
67,0.62315793,1655.34262398,0.165534262,0.6306630359812686,,,-0.0046148599999999,11.24283102000004,0.0004104713475974,1031.5398830001452,-0.0004104713245809,0.9999998315133012,0.999589612907248,1031.5397091993957,-0.0046148599999999,11.24283102000004,11.2428319671339,-10565.887908755578,0.5868514468571415,0.0639159046970415,0.987867789884992,0.5136578061380945,0.4742099837468975,0.8999992905455982
68,0.61770618,1668.85143295,0.166885143,0.6302678392136148,,,-0.0054517499999999,13.50880896999979,0.0004035699973035,1030.8598436350703,-0.0004035699754237,0.9999998371312836,0.9995965114479852,1030.8596757402509,-0.0054517499999999,13.50880896999979,13.508810070081111,-12894.8278927402,0.580735956310332,0.065423393516968,0.9854153681398238,0.5136568477673603,0.47175852037246346,0.8999992905455982
69,0.61370679,1679.88134362,0.167988134,0.63019879681829,,,-0.00399939,11.029910670000165,0.0003625949583177,1030.9545869739172,-0.0003625949424599,0.9999998685249136,0.9996374707871416,1030.9544514290735,-0.00399939,11.029910670000165,11.029911395079464,-10340.381800196365,0.5762496479253172,0.0666542545837533,0.9881052524594258,0.5136558600637119,0.47444939239571393,0.8999992905455982
70,0.61351799,1680.40543711,0.168040544,0.6293024763670916,,,-0.0001887999999999,0.5240934900000411,0.0003602410700421,1030.9589661607986,-0.0003602410551462,0.9999998702263876,0.9996398238238716,1030.958832369529,-0.0001887999999999,0.5240934900000411,0.5240935240067971,490.6399848070498,0.5760378618721714,0.0667127397602426,0.9995105413593512,0.5136548424442123,0.4858556989151389,0.8999992905455982
71,0.60754007,1695.725984,0.169572598,0.6275970963601558,,,-0.0059779199999999,15.320546889999832,0.0003901897264197,1030.2214830201788,-0.0003901897066433,0.9999998477520003,0.9996098864074604,1030.221326171019,-0.0059779199999999,15.320546889999832,15.320548056261272,-14753.334010017295,0.5693321410945159,0.0684224058901823,0.983458322940342,0.5136537943266349,0.46980452861370703,0.8999992905455982
72,0.60653965,1698.3207981,0.16983208,0.6256254234647507,,,-0.00100042,2.594814100000121,0.0003855459239312,1030.0989024672947,-0.0003855459049766,0.9999998513543626,0.9996145284082952,1030.0987493475868,-0.00100042,2.594814100000121,2.594814292854041,-1642.8162085106037,0.568209921797439,0.0687119690377717,0.9972639680698566,0.5136527151301473,0.4836112529397093,0.8999992905455982
