cycle,coherence,epsilon,epsilon_gw,phi_reconstructed,phi_pred,eps_pred,dphi,deps,entropy_flux,closure_energy,phase_shift,harmonic_ratio,resonance_intensity,harmonic_energy,d_coh,d_eff,gradient_magnitude,resonant_field,coherence_norm,epsilon_norm,resonant_field_norm,resonant_field_smooth,resonant_field_delta,rei
73,0.60576557,1700.33469458,0.170033469,0.6234800063982022,,,-0.00077408,2.013896479999857,0.0003843693095961,1030.0042154530297,-0.0003843692908581,0.9999998522602556,0.9996157045695542,1030.00406328047,-0.00077408,2.013896479999857,2.0138966287661497,-1044.3176473755043,0.5673415989795412,0.0689367058324685,0.9978941993750312,0.5136516042760162,0.484242595099015,0.8999992905455982
74,0.59344444,1733.13026455,0.173313026,0.6207663275065473,,,-0.01232113,32.79556997000009,0.0003756949493756,1028.5165192929264,-0.000375694931711,0.9999998588533248,0.9996243756327926,1028.516374121239,-0.01232113,32.79556997000009,32.79557228449316,-32702.26671915667,0.5535203940378233,0.0725964626017503,0.9645577273126515,0.5136504611883368,0.45090726612431475,0.8999992905455982
75,0.59083612,1740.25624931,0.174025625,0.6206882977616096,,,-0.0026083199999999,7.1259847599999375,0.0003660294103174,1028.206250148073,-0.0003660293940222,0.9999998660224888,0.999634037586564,1028.2061123915585,-0.0026083199999999,7.1259847599999375,7.125985237360838,-6298.775465474865,0.5505945158697022,0.0733916727776083,0.9923611471277471,0.5136492852947836,0.47871186183296355,0.8999992905455982
76,0.58885426,1746.19043413,0.174619043,0.6178803864432789,,,-0.00198186,5.934184820000155,0.0003339734200705,1028.2516759086998,-0.0003339734077098,0.9999998884617672,0.9996660823552008,1028.251561219325,-0.00198186,5.934184820000155,5.934185150944427,-5073.583584803818,0.5483713680556792,0.0740538863962474,0.9936512993990908,0.5136480760273846,0.4800032233717062,0.8999992905455982
77,0.58605761,1753.95866257,0.175395866,0.6175365634510223,,,-0.0027966499999999,7.768228439999802,0.0003600112974587,1027.9208218245706,-0.0003600112819515,0.9999998703918824,0.999640053514334,1027.9206885976878,-0.0027966499999999,7.768228439999802,7.768228943412584,-6957.202556099464,0.5452342310560488,0.074920766485376,0.9916678098473708,0.5136468328233165,0.4780209770240543,0.8999992905455982
78,0.57984118,1771.50597147,0.177150597,0.6152087435939015,,,-0.00621643,17.54730890000019,0.0003542668585292,1027.192112874211,-0.0003542668437287,0.9999998744950086,0.9996457959013598,1027.1919839564737,-0.00621643,17.54730890000019,17.547310001137717,-16997.26418921145,0.5382609621240723,0.0768789237178375,0.9810954182695744,0.5136455551257221,0.4674498631438523,0.8999992905455982
79,0.57145948,1795.79535333,0.179579535,0.614980505453192,,,-0.0083816999999999,24.28938185999982,0.0003450767108016,1026.224278800378,-0.0003450766971188,0.9999998809220778,0.9996549828349968,1026.224156599723,-0.0083816999999999,24.28938185999982,24.289383306164517,-23900.12774109635,0.5288588055475248,0.0795894492481186,0.973826560851614,0.5136442423845494,0.4601823184670646,0.8999992905455982
80,0.55989788,1833.31737581,0.183331738,0.6130580033273743,,,-0.0115616,37.52202248000003,0.0003081283799628,1026.4705120831825,-0.0003081283702195,0.9999999050569104,0.9996919190964514,1026.4704146269007,-0.0115616,37.52202248000003,37.52202426122853,-37488.777386436974,0.5158896019879352,0.0837766451375005,0.9595174330480336,0.5136428940574115,0.4458745389906221,0.8999992905455982
81,0.55255211,1856.17996231,0.185617996,0.6102610881154353,,,-0.0073457699999999,22.86258650000013,0.0003213009166604,1025.6361547141112,-0.000321300905618,0.9999998967657316,0.99967875070599,1025.636048833313,-0.0073457699999999,22.86258650000013,22.862587680101424,-22423.05804549109,0.5076494979857273,0.0863279502614305,0.9753819456470753,0.5136415096104663,0.46174043603660897,0.8999992905455982
82,0.54951763,1866.53787627,0.186653788,0.6093248027033219,,,-0.00303448,10.357913959999903,0.0002929624643944,1025.6954700731235,-0.0002929624560413,0.999999914173002,0.9997070804532686,1025.6953820407605,-0.00303448,10.357913959999903,10.357914404494268,-9598.369590222484,0.5042455756205267,0.0874838211844065,0.9888866065911056,0.5136400885193159,0.47524651807178975,0.8999992905455982
83,0.54339158,1886.3184144,0.188631841,0.6072288323003578,,,-0.0061260499999999,19.780538129999968,0.0003097008766611,1025.0095435839107,-0.0003097008667751,0.9999999040853764,0.9996903470855878,1025.009445270506,-0.0061260499999999,19.780538129999968,19.780539078621477,-19250.229942858856,0.4973736902875084,0.0896911912160152,0.9787229989529072,0.5136386302699265,0.46508436868298064,0.8999992905455982
84,0.53953508,1899.93527667,0.189993528,0.6057668631184477,,,-0.0038565,13.616862269999956,0.0002832150258443,1025.0817314929704,-0.0002832150182928,0.9999999197892556,0.9997168250832946,1025.0816492704016,-0.0038565,13.616862269999956,13.61686281610932,-12933.314544155746,0.493047668497483,0.0912107380302525,0.9853748409036224,0.5136371343595653,0.4717377065440571,0.8999992905455982
85,0.53654218,1909.91491227,0.190991491,0.6035555910924029,,,-0.0029928999999999,9.979635600000163,0.0002999007298122,1024.7499106438545,-0.0002999007208512,0.9999999100595602,0.9997001442448749,1024.749818477397,-0.0029928999999999,9.979635600000163,9.9796360487866,-9201.88041098716,0.4896903884208937,0.0923243957277853,0.9893041178587066,0.513635600297755,0.47566851756095163,0.8999992905455982
86,0.53595654,1911.88119935,0.19118812,0.6024235471947857,,,-0.0005856399999999,1.9662870800000287,0.0002978405369484,1024.6852324946765,-0.0002978405282929,0.9999999112910224,0.999702203821794,1024.685141595897,-0.0005856399999999,1.9662870800000287,1.9662871672136928,-990.1401027586614,0.4890334478268031,0.0925438196456487,0.997951249444776,0.5136340276072469,0.4843172218375291,0.8999992905455982
87,0.53217075,1924.70009656,0.19247001,0.6023489401026381,,,-0.00378579,12.818897209999932,0.000295328836614,1024.2690939114077,-0.000295328828051,0.9999999127808856,0.9997047147772146,1024.2690045755646,-0.00378579,12.818897209999932,12.818897769026398,-12105.73065306103,0.4847867448493728,0.0939743191271927,0.9862463037770448,0.513632415825007,0.47261388795203785,0.8999992905455982
88,0.52477882,1950.28165805,0.195028166,0.5993030320082247,,,-0.00739193,25.581561490000013,0.0002889553869727,1023.4665071791223,-0.0002889553789419,0.9999999165047913,0.9997110863646428,1023.4664217245728,-0.00739193,25.581561490000013,25.58156255796899,-25158.40387160326,0.4764948609519678,0.0968290428876721,0.9725015701841424,0.5136307645032208,0.45887080568092165,0.8999992905455982
89,0.52068397,1965.75906902,0.196575907,0.5963513539757863,,,-0.0040948499999999,15.477410969999935,0.0002645694430207,1023.5392361208376,-0.0002645694368647,0.9999999300030148,0.9997354655585424,1023.5391644761768,-0.0040948499999999,15.477410969999935,15.47741151168602,-14818.197682448892,0.4719014704873275,0.0985562139543811,0.9833900201580306,0.5136290732103079,0.46976094694772264,0.8999992905455982
90,0.51684526,1980.48402097,0.198048402,0.593886170433186,,,-0.00383871,14.724951950000104,0.0002606942292765,1023.603778744085,-0.0002606942233885,0.9999999320385232,0.999739339754398,1023.6037091784608,-0.00383871,14.724951950000104,14.724952450364867,-14048.912236491484,0.4675954045971192,0.1001994158449308,0.9842000935686298,0.5136273415319533,0.4705727520366765,0.8999992905455982
91,0.5100228,2005.54694062,0.200554694,0.5906816638621661,,,-0.0068224599999999,25.06291964999992,0.0002722132973732,1022.874666186446,-0.0002722132906604,0.999999925899926,0.9997278237560158,1022.8745903913576,-0.0068224599999999,25.062919649999916,25.062920578582062,-24613.350030436897,0.4599423226260116,0.1029962627950207,0.9730755230990118,0.5136255690721472,0.4594499540268646,0.8999992905455982
92,0.49835901,2052.83548436,0.205283548,0.5894833482908305,,,-0.01166379,47.28854374000002,0.0002466514947866,1023.04905967852,-0.0002466514897899,0.999999939163044,0.999753378926188,1023.0489974393292,-0.01166379,47.28854374000002,47.28854517844562,-47355.44973773389,0.4468584876216604,0.1082733343086505,0.9491276239532664,0.5136237554542374,0.435503868499029,0.8999992905455982
93,0.49771579,2055.35152284,0.205535152,0.5849503777922335,,,-0.0006432199999999,2.516038480000134,0.0002556479182879,1022.9809069180136,-0.0002556479128201,0.9999999346441462,0.999744384762323,1022.9808400602228,-0.0006432199999999,2.516038480000134,2.51603856221906,-1550.878401942546,0.4461369567683531,0.1085541066467247,0.9973607804727442,0.5136219003219902,0.48373888015075406,0.8999992905455982
94,0.49035099,2086.4120467,0.208641205,0.5816536184848458,,,-0.0073648,31.06052385999965,0.0002371112616438,1023.0742126472712,-0.0002371112572078,0.9999999437782529,0.9997629168514446,1023.0741551282516,-0.0073648,31.06052385999965,31.060524733138145,-30754.14594406722,0.4378755058986061,0.1120202443768528,0.9666091385915584,0.5136200033406579,0.45298913525090045,0.8999992905455982
95,0.48147262,2125.08319368,0.212508319,0.5777075564644836,,,-0.0088783699999999,38.67114698000023,0.0002295864150179,1023.1693729790773,-0.00022958641099,0.9999999472900808,0.9997704399419532,1023.169319047902,-0.0088783699999999,38.67114698000023,38.67114799917679,-38543.962846070455,0.4279162106620167,0.1163356745421284,0.958406301037683,0.513618064198056,0.444788236839627,0.8999992905455982
96,0.46904838,2178.60723722,0.217860724,0.5747121608220745,,,-0.01242424,53.52404354000009,0.0002321244655307,1021.8721952743168,-0.000232124461366,0.9999999461182356,0.9997679024774324,1021.87214021404,-0.01242424,53.52404354000009,53.52404498198511,-53672.85825843963,0.4139793422672273,0.122308584323664,0.9424752627349312,0.5136160826056403,0.4288591801292909,0.8999992905455982
97,0.4580396,2231.16941956,0.223116942,0.5695972193759946,,,-0.0110087799999999,52.56218233999971,0.0002094429780061,1021.9639484674944,-0.0002094429749476,0.9999999561336408,0.9997905789567012,1021.9639036376568,-0.0110087799999999,52.56218233999971,52.56218349285553,-52694.69032243979,0.4016302635270237,0.1281741571069089,0.9435052937074632,0.5136140582995918,0.42989123540787133,0.8999992905455982
98,0.45536222,2244.3272828,0.224432728,0.5670447556745744,,,-0.00267738,13.157863240000095,0.00020348136707,1021.9818539023756,-0.0002034813642771,0.999999958595335,0.9997965393366516,1021.9818115875592,-0.00267738,13.157863240000095,13.157863512398563,-12425.11537743537,0.3986269174307762,0.1296424828321798,0.985909985087634,0.5136119910419019,0.47229799404573214,0.8999992905455982
99,0.45032334,2268.29530702,0.226829531,0.563622603049039,,,-0.0050388799999999,23.96802422000019,0.0002102334324072,1021.466318763572,-0.0002102334293186,0.9999999558019056,0.99978978866818,1021.4662736167072,-0.0050388799999999,23.96802422000019,23.9680247496707,-23461.06265338244,0.3929745630479621,0.132317147092191,0.974288905427283,0.5136098806214561,0.4606790248058269,0.8999992905455982
100,0.44684036,2285.18645099,0.228518645,0.5578568476449708,,,-0.00348298,16.89114397000003,0.0002062015459686,1021.113536427494,-0.0002062015430584,0.9999999574809242,0.9997938197150186,1021.11349301069,-0.00348298,16.89114397000003,16.89114432909796,-16226.661893822236,0.3890675366317238,0.134202080897021,0.9819068783497332,0.5136077268551185,0.46829915149461476,0.8999992905455982
101,0.43840467,2327.23603158,0.232723603,0.5548133475750349,,,-0.0084356899999999,42.049580590000005,0.0002006129402823,1020.2711444369396,-0.0002006129375958,0.9999999597544498,0.999799407183834,1020.271103375566,-0.0084356899999999,42.049580590000005,42.04958143615429,-41881.70174497028,0.3796048168718641,0.138894520679299,0.9548915932686356,0.5136055295888109,0.4412860636798247,0.8999992905455982
102,0.43093573,2365.87381352,0.236587381,0.5538233816517736,,,-0.0074689399999999,38.63778193999997,0.000193306645071,1019.5395589171252,-0.0001933066426682,0.9999999626325424,0.9998067120398568,1019.539520819524,-0.0074689399999999,38.63778193999997,38.63778266189783,-38373.2068998207,0.3712265471484382,0.1432062275389236,0.958586110564154,0.5136032886985884,0.4449828218655656,0.8999992905455982
103,0.41870355,2435.13466103,0.243513466,0.5535975481740002,,,-0.01223218,69.26084751000008,0.0001766103136127,1019.5995273013076,-0.000176610311779,0.9999999688087982,0.999823405282904,1019.599495498773,-0.01223218,69.26084751000008,69.26084859016464,-69598.72678484999,0.3575051217058055,0.150935254835988,0.925704995337128,0.5136010040917055,0.4121039912454225,0.8999992905455982
104,0.41095021,2481.12522871,0.248112523,0.5487119228053738,,,-0.0077533399999999,45.99056767999991,0.0001685854380789,1019.6189337746724,-0.0001685854364854,0.9999999715789508,0.9998314287732408,1019.6189047960328,-0.0077533399999999,45.99056767999991,45.990568333550016,-45873.234010405344,0.3488078268048656,0.1560674812782775,0.950688427626065,0.513598675707676,0.43708975191838895,0.8999992905455982
105,0.40888248,2493.18278126,0.249318278,0.5479954326920184,,,-0.0020677299999999,12.057552549999857,0.0001714883672498,1019.4187586948864,-0.0001714883655829,0.9999999705917408,0.9998285263377062,1019.4187287155552,-0.0020677299999999,12.057552549999857,12.057552727295674,-11272.276343964975,0.3464883544760987,0.1574130200082401,0.9871239483214672,0.5135963035193188,0.4735276448021484,0.8999992905455982
106,0.40803808,2498.14262864,0.249814263,0.5462596807734814,,,-0.0008443999999999,4.959847380000156,0.0001702471739825,1019.3373217564188,-0.000170247172372,0.9999999710159008,0.9998297673188554,1019.3372922118446,-0.0008443999999999,4.959847380000156,4.959847451878512,-4036.420179169815,0.3455411503273894,0.1579665043672607,0.9947434538155896,0.5135938875337933,0.4811495662817963,0.8999992905455982
107,0.403357,2526.02258043,0.252602258,0.5412806468799698,,,-0.00468108,27.879951789999723,0.0001679012946324,1018.8888899745036,-0.0001679012930607,0.999999971809156,0.9998321128015724,1018.888861251166,-0.00468108,27.879951789999723,27.879952182979416,-27387.68387020169,0.3402901574372425,0.1610777124476214,0.970154092455121,0.5135914277936171,0.45656266466150386,0.8999992905455982
108,0.39763851,2560.98997401,0.256098997,0.5355218954575054,,,-0.00571849,34.967393580000135,0.0001635377823272,1018.3482373902752,-0.0001635377808739,0.9999999732553946,0.9998364755907,1018.3482101549534,-0.00571849,34.967393580000135,34.96739404759472,-34590.6349319961,0.3338754517854747,0.1649798295773316,0.962569236711821,0.5135889243776687,0.44898031233415236,0.8999992905455982
109,0.39277289,2592.72744432,0.259272744,0.529865569539756,,,-0.00486562,31.73747030999993,0.0001533083750003,1018.3530512878804,-0.000153308373804,0.9999999764965428,0.9998467033773242,1018.3530273530628,-0.00486562,31.73747030999993,31.73747068297008,-31301.5963231786,0.3284174514893556,0.1685215098077149,0.9660326620728994,0.5135863774021685,0.4524462846707309,0.8999992905455982
110,0.38272551,2658.35984041,0.265835984,0.5289676279217831,,,-0.0100473799999999,65.63239608999993,0.000153085680219,1017.4221256844356,-0.0001530856790255,0.999999976564775,0.9998469260379892,1017.4221018409193,-0.0100473799999999,65.63239608999993,65.63239685905492,-65758.42905935609,0.3171468214329146,0.1758456272447432,0.9297489078959256,0.5135837870216408,0.4161651208742848,0.8999992905455982
111,0.37931205,2682.28260395,0.26822826,0.5199293888619418,,,-0.0034134599999999,23.92276354000024,0.0001426866922857,1017.4221131836126,-0.0001426866913233,0.9999999796405082,0.9998573234879384,1017.4220924694156,-0.0034134599999999,23.922763540000236,23.92276378352789,-23322.126293819085,0.3133177789489577,0.1785152407286842,0.974435208273956,0.5135811534298487,0.46085405484410735,0.8999992905455982
112,0.37016502,2746.33097894,0.274633098,0.5191915840398219,,,-0.00914703,64.04837498999996,0.0001428143961698,1016.5956617459448,-0.0001428143952011,0.9999999796040488,0.9998571958022892,1016.5956410115092,-0.00914703,64.04837498999996,64.04837564316374,-64094.70385169646,0.3030571148509372,0.1856625924638597,0.931500844787948,0.513578476860706,0.417922367927242,0.8999992905455982
113,0.36868558,2756.99389742,0.27569939,0.5179446788991187,,,-0.0014794399999999,10.662918479999917,0.0001387462543801,1016.4638941267532,-0.0001387462535028,0.9999999807494774,0.9998612633713134,1016.463874559292,-0.0014794399999999,10.662918479999917,10.662918582633296,-9822.007662054422,0.3013975557488926,0.1868524997630216,0.9886511110977996,0.5135757575891587,0.47507535350864083,0.8999992905455982
114,0.36681123,2771.07848128,0.277107848,0.5154715896112454,,,-0.00187435,14.08458385999984,0.0001330781241744,1016.4627061448488,-0.0001330781233983,0.9999999822902133,0.9998669307311024,1016.462688143511,-0.00187435,14.08458385999984,14.084583984717328,-13299.991410345308,0.2992950070798574,0.1884242410430574,0.9849887226153552,0.513572995932037,0.4714157266833182,0.8999992905455982
115,0.35938611,2828.29425114,0.282829425,0.5108209357777969,,,-0.00742512,57.21576986000037,0.0001297740119208,1016.4496688525676,-0.0001297740111945,0.9999999831587062,0.9998702344090882,1016.44965173424,-0.00742512,57.21576986000037,57.21577034179417,-57140.5001858887,0.2909658923609275,0.1948091217219525,0.9388237644027232,0.5135701922488736,0.4252535721538496,0.8999992905455982
116,0.35649022,2850.55008301,0.285055008,0.5087050245729435,,,-0.0028958899999999,22.25583186999984,0.0001301182547021,1016.1932262132532,-0.0001301182539737,0.9999999830692402,0.9998698902110392,1016.1932090083296,-0.0028958899999999,22.25583186999984,22.255832058403914,-21600.032189571604,0.2877174330736161,0.197292717262958,0.9762486088156292,0.5135673469426878,0.46268126187294145,0.8999992905455982
117,0.34724506,2924.12527301,0.292412527,0.5071843249320223,,,-0.00924516,73.57519000000002,0.0001256559446176,1015.3880558738738,-0.000125655943958,0.999999984210584,0.9998743519504194,1015.3880398414892,-0.00924516,73.57519000000002,73.57519058085468,-73691.98050501655,0.2773466918283753,0.2055031950774923,0.921394714908754,0.5135644604607313,0.4078302544480227,0.8999992905455982
118,0.34458867,2946.00653448,0.294600653,0.5048505721994068,,,-0.00265639,21.881261470000027,0.0001214002219899,1015.1604735277724,-0.0001214002213991,0.9999999852619864,0.9998786071473096,1015.1604585663234,-0.00265639,21.881261470000027,21.88126163124319,-21197.83113301621,0.2743668912260661,0.2079449911755174,0.9766721348076296,0.5135615332951954,0.4631106015124342,0.8999992905455982
119,0.33844768,2999.39928925,0.299939929,0.4953891955218505,,,-0.00614099,53.39275477000001,0.0001150154178472,1015.1397308403114,-0.0001150154173421,0.9999999867714536,0.9998849911966772,1015.1397174114884,-0.00614099,53.39275477000001,53.392755123154274,-53185.96663012814,0.2674782469754949,0.2139032500464215,0.9429879696423752,0.5135585659838737,0.42942940365850146,0.8999992905455982
120,0.33610606,3019.70310911,0.301970311,0.4905476367153215,,,-0.0023416199999999,20.30381985999975,0.0001153290373944,1014.940514372712,-0.0001153290368888,0.9999999866992132,0.9998846776132488,1014.9405008732048,-0.0023416199999999,20.30381985999975,20.30381999502814,-19592.22873452005,0.2648515390424055,0.2161690146677678,0.9783628671851248,0.5135555591107842,0.46480730807434056,0.8999992905455982
121,0.33038234,3071.93483977,0.307193484,0.4820150182948896,,,-0.0057237199999999,52.23173066000027,0.0001095831964127,1014.9130206907377,-0.0001095831959761,0.9999999879915232,0.999890422808043,1014.9130085031782,-0.0057237199999999,52.23173066000027,52.23173097361203,-51995.75021325404,0.2584309666477461,0.2219977113493348,0.944241292030359,0.5135525133067421,0.4306887787236169,0.8999992905455982
122,0.32408318,3131.52218058,0.313152218,0.4819101742804589,,,-0.0062991599999999,59.587340810000114,0.0001057130577445,1014.8736665229007,-0.0001057130573525,0.9999999888247496,0.9998942925300758,1014.8736551814332,-0.0062991599999999,59.587340810000114,59.58734114295184,-59458.7490531091,0.2513648954902572,0.2286472427980147,0.936382600623588,0.513549429249885,0.422833171373703,0.8999992905455982
123,0.31624452,3208.94531371,0.320894531,0.4776323872683664,,,-0.00783866,77.42313312999977,0.0001012444173079,1014.8113704404684,-0.0001012444169632,0.999999989749568,0.9998987607080796,1014.8113600382134,-0.00783866,77.42313312999977,77.42313352681005,-77555.06407272408,0.2425718930360628,0.2372871242158622,0.917326808389051,0.5135463076661467,0.4037805007229043,0.8999992905455982
124,0.31136725,3259.06205901,0.325906206,0.4678541597038655,,,-0.0048772699999999,50.11674530000028,9.731817121617122e-05,1014.7651908932814,-9.73181709108852e-05,0.9999999905291737,0.9999026865643488,1014.7651812826164,-0.0048772699999999,50.11674530000028,50.11674553732377,-49841.963189194495,0.2371008243738466,0.2428798032890975,0.946509274103142,0.513543149329679,0.43296612477346297,0.8999992905455982
125,0.30317365,3346.84337805,0.334684338,0.4594881341808601,,,-0.0081935999999999,87.78131903999974,9.334104442168394e-05,1014.6747229017484,-9.334104415166775e-05,0.9999999912874497,0.999906663311988,1014.6747140613436,-0.0081935999999999,87.78131903999974,87.78131942239933,-88054.81047078916,0.2279096686267309,0.2526755859776434,0.9062703592909896,0.5135399550632175,0.39273040422777217,0.8999992905455982
126,0.29514324,3437.55274523,0.343755275,0.4442981960960108,,,-0.00803041,90.70936717999984,8.852900477164951e-05,1014.5704548980766,-8.852900454134686e-05,0.9999999921626151,0.9999114749140352,1014.5704469464976,-0.00803041,90.70936717999984,90.70936753546196,-91016.47311574125,0.2189015709623103,0.262798118407418,0.9031516675590088,0.51353672573839,0.38961494182061873,0.8999992905455982
127,0.28992915,3497.86016898,0.349786017,0.4361733465849782,,,-0.0052140899999999,60.30742375,8.645851000911792e-05,1014.1316256112278,-8.645850979512363e-05,0.999999992524926,0.999913545227634,1014.131618030519,-0.0052140899999999,60.30742375,60.30742397540122,-60145.53383739563,0.2130526750838835,0.2695280060876415,0.9356594021080328,0.5135334622759671,0.4221259398320657,0.8999992905455982
128,0.28714027,3531.69482354,0.353169482,0.4229700315966133,,,-0.00278888,33.83465456000022,8.242673188733169e-05,1014.091805188878,-8.242673170309422e-05,0.999999993205834,0.9999175766652866,1014.0917982989698,-0.00278888,33.83465456000022,33.83465467493935,-33297.354005834924,0.2099242540674784,0.2733037174466921,0.9639310881497024,0.5135301656460495,0.45040092250365293,0.8999992905455982
129,0.28136819,3602.44570134,0.36024457,0.4191974859464684,,,-0.0057720799999999,70.75087780000013,8.158315740244234e-05,1013.6136265593163,-8.158315722259475e-05,0.9999999933441884,0.9999184201705926,1013.6136198128952,-0.0057720799999999,70.75087780000013,70.75087803545237,-70700.43997064265,0.2034494339316637,0.2811990217270579,0.9245448686733426,0.5135268368681952,0.4110180318051474,0.8999992905455982
130,0.27298308,3712.62065546,0.371262066,0.4026706501069699,,,-0.00838511,110.17495411999973,7.61072247944036e-05,1013.4826213990896,-7.610722464814886e-05,0.9999999942076904,0.9999238956714332,1013.4826155286844,-0.00838511,110.17495411999973,110.17495443908344,-110646.91837514724,0.1940434521938808,0.2934937778332886,0.882480404601372,0.5135234770114794,0.3689569275898926,0.8999992905455982
131,0.2636731,3840.84770998,0.384084771,0.3923044930318854,,,-0.0093099799999999,128.22705452000037,7.260542663775574e-05,1012.7282223183277,-7.260542651074095e-05,0.999999994728452,0.9999273972091994,1012.7282169796824,-0.0093099799999999,128.22705452000037,128.22705485797792,-128846.42841789624,0.1835999992327242,0.3078030223810709,0.8633159458831697,0.5135200871944889,0.3497958586886808,0.8999992905455982
132,0.25886461,3910.7188323,0.391071883,0.3876657206837797,,,-0.0048084899999999,69.87112231999981,6.881941838445041e-05,1012.3467053429948,-6.881941827678987e-05,0.9999999952638876,0.999931182949725,1012.3467005484072,-0.0048084899999999,69.87112231999981,69.87112248545856,-69721.45361121919,0.1782060844091487,0.3156001520885846,0.9255757614625872,0.5135166685852486,0.41205909287733866,0.8999992905455982
133,0.25529506,3964.30360567,0.396430361,0.3795159339853378,,,-0.0035695499999999,53.584773369999766,6.661500600713238e-05,1012.067126867739,-6.661500590983955e-05,0.999999995562441,0.9999333872128204,1012.0671223766316,-0.0035695499999999,53.584773369999766,53.584773488892566,-53219.32038573048,0.1742019482544527,0.3215798388953904,0.9429528474511276,0.5135132224010783,0.4294396250500493,0.8999992905455982
134,0.24593531,4114.50048448,0.411450048,0.3763355322473596,,,-0.00935975,150.19687880999982,6.231654128963537e-05,1011.9009521457388,-6.231654120938458e-05,0.9999999961166486,0.999937685400426,1011.9009482161716,-0.00935975,150.19687880999982,150.19687910163344,-150972.4634338364,0.1637026658872311,0.3383407625339403,0.8400167755393272,0.5135097499083779,0.32650702563094924,0.8999992905455982
135,0.23510326,4300.54080301,0.43005408,0.3742314413899467,,,-0.0108320499999999,186.0403185300001,5.822420691133693e-05,1011.0711625506688,-5.822420684585541e-05,0.9999999966099418,0.9999417774881504,1011.0711591230786,-0.0108320499999999,186.04031853000012,186.0403188453439,-187088.9296594659,0.1515518336998477,0.3591015639385912,0.801985393133833,0.5135062524223403,0.2884791407114927,0.8999992905455982
136,0.22532728,4483.90659308,0.448390659,0.3538706234349557,,,-0.00977598,183.36579007,5.331408871968276e-05,1010.3464763927832,-5.331408866946033e-05,0.999999997157608,0.9999466873325014,1010.3464735209824,-0.00977598,183.36579007,183.3657903305987,-184252.63315138727,0.1405856460948037,0.3795639066293037,0.8049720717429811,0.5135027313065913,0.29146934043638983,0.8999992905455982
137,0.21964494,4598.03810477,0.45980381,0.3479665833797354,,,-0.0056823399999999,114.13151169000048,4.978765211998892e-05,1009.9358036399204,-4.97876520792871e-05,0.9999999975211896,0.9999502135873052,1009.9358011364812,-0.0056823399999999,114.13151169000048,114.13151183145568,-114255.56403528248,0.134211491639123,0.3923001869524671,0.8786804264360348,0.513499187972754,0.3651812384632809,0.8999992905455982
138,0.21701795,4653.46473637,0.465346474,0.3394643836740737,,,-0.00262699,55.42663159999938,4.7395808190383645e-05,1009.8853774843076,-4.739580815574936e-05,0.9999999977536372,0.9999526053150078,1009.8853752157388,-0.00262699,55.42663159999938,55.42663166225354,-54964.65933796373,0.1312646704328015,0.39848541228571,0.941114969606022,0.5134956238799367,0.4276193457260853,0.8999992905455982
139,0.21329521,4733.44198634,0.473344199,0.3114510129162151,,,-0.0037227399999999,79.97724997000023,4.654748695847682e-05,1009.6205024992074,-4.654748692544118e-05,0.9999999978333314,0.999953453596392,1009.6205003116944,-0.0037227399999999,79.97724997000023,79.97725005664233,-79737.05071542902,0.1270886936770388,0.4074103153209064,0.9150291315373356,0.5134920405341469,0.4015370910031887,0.8999992905455982
140,0.20832333,4844.73811206,0.484473811,0.2986091426322009,,,-0.00497188,111.29612572000042,4.467253435634975e-05,1009.2719764822524,-4.467253432703444e-05,0.9999999980043648,0.9999553284634758,1009.2719744681136,-0.00497188,111.29612572000042,111.29612583105366,-111318.78869369104,0.1215114964211354,0.4198301863544393,0.8817729113252633,0.5134884394876239,0.36828447183763935,0.8999992905455982
141,0.19582518,5152.60290994,0.515260291,0.2678848065241606,,,-0.01249815,307.86479788,4.0596229533299765e-05,1009.0093923075244,-4.059622951113003e-05,0.999999998351946,0.9999594045945046,1009.0093906446224,-0.01249815,307.86479788,307.86479813368885,-309629.4629751585,0.1074917196196299,0.4541857495934852,0.6729476890132913,0.5134848223380962,0.15946286667519505,0.8999992905455982
142,0.1906387,5292.15439182,0.529215439,0.2448187472710723,,,-0.0051864799999999,139.5514818799993,3.716535238531323e-05,1008.8894334558552,-3.716535236846783e-05,0.9999999986187368,0.9999628353382548,1008.8894320623132,-0.0051864799999999,139.5514818799993,139.55148197637797,-139783.12596253978,0.1016737952079793,0.469758721215592,0.8517993782329714,0.5134811907279602,0.3383181875050112,0.8999992905455982
143,0.18817892,5361.01642637,0.536101643,0.216022802178461,,,-0.0024597799999999,68.86203455000032,3.5720408437514906e-05,1008.830281216566,-3.572040842284118e-05,0.9999999987240524,0.9999642802295432,1008.8302799293516,-0.0024597799999999,68.86203455000032,68.86203459393249,-68461.27535597226,0.0989145415119677,0.4774432437691385,0.926902755106566,0.5134775463433779,0.413425208763188,0.8999992905455982
144,0.18026332,5593.41515782,0.559341516,0.2156520488464407,,,-0.0079155999999999,232.39873145,3.406042688175755e-05,1008.2875864869573,-3.40604268687328e-05,0.9999999988398872,0.999965940153181,1008.28758531723,-0.0079155999999999,232.39873145,232.39873158480435,-233316.4683151122,0.0900352317541239,0.5033773205781299,0.7533068433196198,0.5134738909132988,0.23983295240632108,0.8999992905455982
